link_metni,pdf_url_ham,pdf_url,gorusme_tarihi,tip,butce_yili,dosya_adi,yerel_pdf_yol,yerel_txt_yol,kaynak
22 Ekim 2024 Tarihli Görüşme (Bütçe Sunumu),https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Ekim-2024-Tarihli-Gorusme-Butce-Sunumu.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Ekim-2024-Tarihli-Gorusme-Butce-Sunumu.pdf,2024-10-22,sunum,2025,20241022_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241022_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241022_sunum_sbb_001.txt,sbb
30 Ekim 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/30-Ekim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/30-Ekim-2024-Tarihli-Gorusme.pdf,2024-10-30,gorusme,2025,20241030_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241030_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241030_gorusme_sbb_001.txt,sbb
31 Ekim 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/31-Ekim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/31-Ekim-2024-Tarihli-Gorusme.pdf,2024-10-31,gorusme,2025,20241031_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241031_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241031_gorusme_sbb_001.txt,sbb
5 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/5-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/5-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-05,gorusme,2025,20241105_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241105_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241105_gorusme_sbb_001.txt,sbb
6 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/6-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/6-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-06,gorusme,2025,20241106_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241106_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241106_gorusme_sbb_001.txt,sbb
7 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/7-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/7-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-07,gorusme,2025,20241107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241107_gorusme_sbb_001.txt,sbb
8 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/8-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/8-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-08,gorusme,2025,20241108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241108_gorusme_sbb_001.txt,sbb
12 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/12-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/12-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-12,gorusme,2025,20241112_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241112_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241112_gorusme_sbb_001.txt,sbb
13 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/13-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/13-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-13,gorusme,2025,20241113_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241113_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241113_gorusme_sbb_001.txt,sbb
14 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/14-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/14-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-14,gorusme,2025,20241114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241114_gorusme_sbb_001.txt,sbb
15 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/15-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/15-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-15,gorusme,2025,20241115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241115_gorusme_sbb_001.txt,sbb
18 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/18-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/18-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-18,gorusme,2025,20241118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241118_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241118_gorusme_sbb_001.txt,sbb
19 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/19-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/19-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-19,gorusme,2025,20241119_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241119_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241119_gorusme_sbb_001.txt,sbb
20 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-20,gorusme,2025,20241120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241120_gorusme_sbb_001.txt,sbb
21 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-21,gorusme,2025,20241121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241121_gorusme_sbb_001.txt,sbb
22 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-22,gorusme,2025,20241122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241122_gorusme_sbb_001.txt,sbb
25 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/25-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/25-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-25,gorusme,2025,20241125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241125_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241125_gorusme_sbb_001.txt,sbb
26 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-26,gorusme,2025,20241126_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241126_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241126_gorusme_sbb_001.txt,sbb
27 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-27,gorusme,2025,20241127_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241127_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241127_gorusme_sbb_001.txt,sbb
28 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/28-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/28-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-28,gorusme,2025,20241128_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241128_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241128_gorusme_sbb_001.txt,sbb
29 Kasım 2024 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/29-Kasim-2024-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/29-Kasim-2024-Tarihli-Gorusme.pdf,2024-11-29,gorusme,2025,20241129_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20241129_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20241129_gorusme_sbb_001.txt,sbb
20 Ekim 2023 Tarihli Görüşme (Bütçe Sunumu),https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Ekim-2023-Tarihli-Gorusme-Butce-Sunumu.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Ekim-2023-Tarihli-Gorusme-Butce-Sunumu.pdf,2023-10-20,sunum,2024,20231020_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231020_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231020_sunum_sbb_001.txt,sbb
26 Ekim 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2023-Tarihli-Gorusme.pdf,2023-10-26,gorusme,2024,20231026_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231026_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231026_gorusme_sbb_001.txt,sbb
27 Ekim 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Ekim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Ekim-2023-Tarihli-Gorusme.pdf,2023-10-27,gorusme,2024,20231027_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231027_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231027_gorusme_sbb_001.txt,sbb
31 Ekim 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/31-Ekim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/31-Ekim-2023-Tarihli-Gorusme.pdf,2023-10-31,gorusme,2024,20231031_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231031_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231031_gorusme_sbb_001.txt,sbb
1 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/1-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/1-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-01,gorusme,2024,20231101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231101_gorusme_sbb_001.txt,sbb
2 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/2-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/2-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-02,gorusme,2024,20231102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231102_gorusme_sbb_001.txt,sbb
3 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/3-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/3-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-03,gorusme,2024,20231103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231103_gorusme_sbb_001.txt,sbb
7 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/7-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/7-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-07,gorusme,2024,20231107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231107_gorusme_sbb_001.txt,sbb
8 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/8-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/8-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-08,gorusme,2024,20231108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231108_gorusme_sbb_001.txt,sbb
9 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/9-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/9-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-09,gorusme,2024,20231109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231109_gorusme_sbb_001.txt,sbb
10 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/10-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/10-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-10,gorusme,2024,20231110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231110_gorusme_sbb_001.txt,sbb
13 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/13-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/13-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-13,gorusme,2024,20231113_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231113_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231113_gorusme_sbb_001.txt,sbb
14 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/14-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/14-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-14,gorusme,2024,20231114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231114_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231114_gorusme_sbb_001.txt,sbb
15 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/15-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/15-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-15,gorusme,2024,20231115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231115_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231115_gorusme_sbb_001.txt,sbb
16 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/16-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/16-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-16,gorusme,2024,20231116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231116_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231116_gorusme_sbb_001.txt,sbb
17 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/17-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/17-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-17,gorusme,2024,20231117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231117_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231117_gorusme_sbb_001.txt,sbb
20 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/20-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-20,gorusme,2024,20231120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231120_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231120_gorusme_sbb_001.txt,sbb
21 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-21,gorusme,2024,20231121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231121_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231121_gorusme_sbb_001.txt,sbb
22 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/22-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-22,gorusme,2024,20231122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231122_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231122_gorusme_sbb_001.txt,sbb
23 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/23-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/23-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-23,gorusme,2024,20231123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231123_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231123_gorusme_sbb_001.txt,sbb
24 Kasım 2023 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/24-Kasim-2023-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/24-Kasim-2023-Tarihli-Gorusme.pdf,2023-11-24,gorusme,2024,20231124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20231124_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20231124_gorusme_sbb_001.txt,sbb
21 Ekim 2022 Tarihli Görüşme (Bütçe Sunumu),https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Ekim-2022-Tarihli-Gorusme-Butce-Sunumu.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/21-Ekim-2022-Tarihli-Gorusme-Butce-Sunumu.pdf,2022-10-21,sunum,2023,20221021_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221021_sunum_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221021_sunum_sbb_001.txt,sbb
26 Ekim 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/26-Ekim-2022-Tarihli-Gorusme.pdf,2022-10-26,gorusme,2023,20221026_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221026_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221026_gorusme_sbb_001.txt,sbb
27 Ekim 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Ekim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/27-Ekim-2022-Tarihli-Gorusme.pdf,2022-10-27,gorusme,2023,20221027_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221027_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221027_gorusme_sbb_001.txt,sbb
31 Ekim 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/31-Ekim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/31-Ekim-2022-Tarihli-Gorusme.pdf,2022-10-31,gorusme,2023,20221031_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221031_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221031_gorusme_sbb_001.txt,sbb
1 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/1-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/1-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-01,gorusme,2023,20221101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221101_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221101_gorusme_sbb_001.txt,sbb
2 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/2-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/2-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-02,gorusme,2023,20221102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221102_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221102_gorusme_sbb_001.txt,sbb
3 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/3-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/3-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-03,gorusme,2023,20221103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221103_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221103_gorusme_sbb_001.txt,sbb
7 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/7-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/7-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-07,gorusme,2023,20221107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221107_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221107_gorusme_sbb_001.txt,sbb
8 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/8-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/8-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-08,gorusme,2023,20221108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221108_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221108_gorusme_sbb_001.txt,sbb
9 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/9-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/9-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-09,gorusme,2023,20221109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221109_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221109_gorusme_sbb_001.txt,sbb
10 Kasım 2022 Tarihli Görüşme,https://www.sbb.gov.tr/wp-content/uploads/2025/02/10-Kasim-2022-Tarihli-Gorusme.pdf,https://www.sbb.gov.tr/wp-content/uploads/2025/02/10-Kasim-2022-Tarihli-Gorusme.pdf,2022-11-10,gorusme,2023,20221110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/pdf/sbb/20221110_gorusme_sbb_001.pdf,D:/tbmm-butce-soylem/data/raw/txt/sbb/20221110_gorusme_sbb_001.txt,sbb
